0,0,espinosa,gutr,campo,padr,dio,día,casi,capataz,noch,si,siempr,dijo,tre,pensó,historia,despué,evangelio,nunca,muchacha,air,casa,estancia,año,hecho,dejado,sangr,bueno,llamaba,acaso,daniel,recordó,sabían,hombr,sabía,galpón,fondo,agua,libro,aunqu,vio,una,marco,lugar,palabra,hacia,inglé,techo,decir,viga,grand,bien,piso,incierta,dijeron,tempor,sorprendió,algún,cara,preguntó,atención,mejía,solía,gaucho,abrieron,nombr,según,levantó,muchacho,tanto,puerta,último,ahora,primo,inmediatament,ramo,baltasar,sino,ocurrió,cosa,hace,meno,mar,salado,tard,dejó,frío,call,primera,lluvia,despertaron,trueno,siquiera,salvaron,texto,interé,corredor,notó,animal,álamo,lado,pájaro,herramienta,tiempo,leído,caballo,junto,nadi,junín,acercando,perdido,part,caso,sido,do,mañana,salvar,largo,cruz,poca,infierno,capítulo,falta,toda,pidió,arderán,tropero,trabajo,librepensador,materia,pidieron,principio,duda,razón,peon,gustaba,daba,pampa,relato,querían,habló,cuanto,elocución,jujuy,carn,despachaban,parábola,predicar,dedo,pie,calvinista,ponía,etimológicament,volumen,diecinuev,clase,gólgota,biblia,crucificar,querida,isla,cercada,cruzado,cuadra,explorando,siglo,asada,continent,mediterráneo,página,final,parar,púa,portón,guthri,alambrado,tal,hojeó,lastimó,supersticion,celest,genuino,cintita,adornaba,mimaba,escrita,oriundo,inver,corderita,demorar,sardina,arribado,fanatismo,crónica,indio,entendían,oscuro,rastro,presencia,ver,baldosa,generacion,callado,luego,justa,olvidado,castellano,cabo,escucharan,decidió,dónde,conoció,leerl,carecían,perduraban,fe,hermano,comida,almacén,letra,sabrían,duro,mare,crecient,comienzo,busca,ponerl,cesaba,mil,ochociento,bajel,repetido,escucharon,oro,ejercitars,setenta,escribir,llevan,traducción,aislado,onc,autoridad,diera,tapa,hallazgo,hablando,telaraña,clavaron,obligado,justificar,contestó,entonc,bajo,tierra,ánima,clavo,desnuda,replicó,cuya,teología,temido,exigiera,cuenta,ocurrido,matar,cristo,salvo,anterior,sola,tendió,temblando,vez,conocía,beso,cómo,urgido,íntima,trató,averiguar,juró,contaría,siguient,comenzó,anoch,hija,almuerzo,gutrel,seguido,hincado,piedra,bendición,maldijeron,escupieron,empujaron,lloraba,entendió,esperaba,firmamento,gritó,jilguero,arrancado,construir,eco,repitió,releyera,baja,durmió,siesta,larga,leve,sueño,interrumpido,persistent,martillo,vaga,premonicion,atardec,salió,pensara,voz,alta,abrazó,venido,curó,leon,pieza,anduvieran,mientra,leía,retiraban,miga,mesa,respeto,lecho,concluido,quiso,leer,faltaban,repitiera,entenderlo,sintió,seguían,acatada,tímida,órdene,pastilla,gratitud,curación,despertó,asombrarlo,desconfiado,escondido,dosciento,cuarenta,peso,llevaba,consigo,ausent,patrón,tomado,niño,repetición,agrada,trataban,ninguno,café,tacita,colmaban,azúcar,mart,juev,golpecito,suav,cerraba,llave,abrió,oscuridad,paso,descalza,mimaban,forastero,variación,arreglada,novedad,soñó,diluvio,extrañar,martillazo,fabricación,arca,efecto,amainado,volvió,recrudec,intenso,roto,iban,mostrárselo,mampostería,leyó,buzón,espíritu,mejor,jinet,cuchilla,cerro,propuso,veranear,gustara,natur,complacencia,buscó,razon,válida,casco,abandonado,dependencia,llanura,creía,rascacielo,creyeran,opinion,hábito,discut,paí,importaba,riesgo,usamo,aprobaba,pluma,veneraba,francia,menospreciaba,frances,americano,cerca,hijo,singularment,capit,tarea,llegaría,distinguir,grito,poco,ausentars,cerrar,andar,operación,sumo,negocio,tomaría,semana,harto,cumplir,sale,tosco,rojizo,paternidad,alto,fuert,huesudo,pelo,tiraba,aindiada,galopar,hablaban,mujer,muerto,aprendiendo,sospechaba,ejemplo,aquiescencia,abundaba,fortun,universitaria,facultad,oratoria,merec,premio,colegio,ilimitada,bondad,discutir,prefería,interlocutor,azar,juego,interesaban,mal,jugador,nota,digno,rasgo,me,jorg,lui,borg,sucedió,partido,sur,marzo,porteño,1928,protagonista,estudiant,medicina,podemo,definirlo,desagradaba,ganar,abierta,indiferencia,señal,quebrado,promesa,carecía,coraj,cambiado,ira,padrenuestro,puñetazo,grupo,compañero,forzarlo,participar,huelga,hiciera,rezara,inteligencia,señor,perezosa,treinta,faltaba,rendir,graduars,atraía,época,montevideo,instruido,doctrina,herbert,spencer,madr,viaj,bonn,infatig,cabrera,vago,recient,don,segundo,sombra,distraer,modo,sobremesa,inevit,segun,par,analfabeto,desgraciadament,podían,importar,andanza,novela,policial,erótico,revista,suelen,ignorar,igual,nacieron,engendró,seri,chacra,argentina,manual,veterinaria,ejemplar,lujo,tabaré,shorthorn,liviano,llevaban,carguero,pensar,barba,demorars,espejo,mirar,cambiada,sonreía,aburriría,guitarreada,inundación,curiosament,extrañaba,iba,iría,esquina,crecer,tocar,precisa,chacabuco,haber,llegado,laguna,gómez,bragado,núñez,cocina,llegaba,guitarra,narro,sentaban,rueda,alguien,templaba,fecha,concepto,variacion,memoria,galería,anegado,metáfora,equipara,falsa,hudson,escrito,parec,vemo,cubierta,barco,altura,cejaba,ayudado,incomodado,mirando,desbordó,golp,alivio,sastrería,prefirió,quedars,calor,apretaba,traía,alba,vino,viento,zamarreaba,casuarina,oyó,gota,gracia,pueblero,buena,hacienda,contestado,gent,guardaba,recuerdo,malon,comandancia,mismo,pregunta,tanta,ejecución,carlo,primero,longevidad,dan,mala,explicarla,difícil,ahogado,amenazó,camino,llegar,cuatro,cubrieron,tercer,gotera,habitación,resultaba,quedaba,mudanza,comían,gran,comedor,diálogo,fin
1,repositorio\evangelio_segun_marcos.txt,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,repositorio/funes_el_memorioso.txt,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
